id,slug,category,permalink
9870,laptop-dell-inspiron-7391-i7-16gb-512gb-ssd-uhd-graphics,Laptops,/computers/laptops
8729,inspiron-13-7380-i5-8265u-8gb-256gb,Laptops,/computers/laptops
9731,laptop-acer-aspire-7-i7-16gb-512gb-ssd-hd-graphics-630,Laptops,/computers/laptops
9653,laptop-lenovo-thinkpad-t590-i5-8gb-256gb-ssd-uhd-graphics-620,Laptops,/computers/laptops
9207,laptop-apple-13-macbook-pro-touch-bar-2019-i5-8279u-8gb-512gb-ssd-iris-plus-graphics-655,Laptops,/computers/laptops
9584,laptop-hp-envy-13-aq1000ng-i5-8gb-256gb-ssd-uhd-graphics,Laptops,/computers/laptops
9622,laptop-dell-xps-15-7590-i5-8gb-512gb-ssd-geforce-gtx-1650,Laptops,/computers/laptops
9275,laptop-apple-15-macbook-pro-touch-bar-mid-2017-i7-7920hq-16gb-1tb-radeon-pro-560,Laptops,/computers/laptops
9477,laptop-hp-pavilion-14-ce1006ng-i5-8265u-8gb-128gb-ssd-1tb-hdd-geforce-mx130,Laptops,/computers/laptops
8538,apple-macbook-pro-touch-bar-touch-id-15-4-us-keyboard,Laptops,/computers/laptops
8656,sf314-55-50mx-i5-8265u-8gb-256gb-silber,Laptops,/computers/laptops
8063,asus-ux580ge-e2005t-i7-8750h-16gb-1tbssd,Laptops,/computers/laptops
8723,ux533fd-a9120t-i7-8565u-16gb-256gb-ssd-blue,Laptops,/computers/laptops
8749,inspiron-15-5580-i5-8265u-8gb-256gb-solid,Laptops,/computers/laptops
8772,laptop-15-da0354ng-i5-7200u-8gb-2tb-16gb,Laptops,/computers/laptops
8875,matebook-x-pro-w29c-13-9-core-i7-8550u-16gb-ram-512gb-ssd-geforce-mx150,Laptops,/computers/laptops
9868,laptop-asus-zenbook-s-ux392fa-ab017t-i5-8gb-256gb-ssd-uhd-graphics-620,Laptops,/computers/laptops
5999,macbook-12-dual-core-m3-1-2ghz-8gb-ram-256gb-ssd,Laptops,/computers/laptops
9117,laptop-lenovo-thinkpad-p72-20mb0005ge-i7-8750h-16gb-512gb-quadro-p2000,Laptops,/computers/laptops
8816,aspire-a515-52-58s9-i5-8265u-8gb-128gb-1tb,Laptops,/computers/laptops
9619,laptop-lenovo-thinkbook-13s-i5-16gb-512gb-ssd-uhd-graphics-620,Laptops,/computers/laptops
8131,laptop-dell-xps-13-9370-i7-8gb-256gb-uhd620,Laptops,/computers/laptops
8946,thinkpad-e480-i5-8gb-ram-256gb-ssd-intel-graphics-620,Laptops,/computers/laptops
9351,laptop-apple-macbook-air-mid-2019-i5-8210y-8gb-128gb-uhd-graphics-617,Laptops,/computers/laptops
8204,lenovo-330-17ich-i7-8750h-8gb-1tb-256gb-ssd,Laptops,/computers/laptops
8672,sf515-51t-7828-i7-8565u-8gb-256gb-blau,Laptops,/computers/laptops
9764,dell-laptop-dell-inspiron-15-7590-i5-8gb-512gb-ssd-geforce-gtx-1650,Laptops,/computers/laptops
8658,sf314-55-70vh-i7-8565u-8gb-256gb-silber,Laptops,/computers/laptops
6771,laptop-swift-3-sf314-51-76cm-i7-7500u-8gb-ram-512gb-sdd-d40f84c9-3fa2-44e7-b9c1-7fa0d0363d42,Laptops,/computers/laptops
7748,asus-ux3410ua-gv639t-14-display-core-i7-prozessor-8-gb-ram-512-gb-ssd-hd-grafik-620,Laptops,/computers/laptops
8102,dell-xps-15-9575-2in1-i7-8705g-8gb-512gb,Laptops,/computers/laptops
8166,hp-17-by0316ng-i7-8550u-8gb-1tb-256gb,Laptops,/computers/laptops
8689,ux410uf-gv167t-i5-8250u-16gb-256gb-ssd-1tb-hdd-gre,Laptops,/computers/laptops
8686,s406ua-bm865t-i7-8550u-16gb-256gb-ssd-grey,Laptops,/computers/laptops
8818,notebook-14-ma0350ng-i7-8550u-16gb-1tb-128gb,Laptops,/computers/laptops
8976,laptop-microsoft-laptop-2-i5-8650u-16gb-512gb-black,Laptops,/computers/laptops
8120,dell-g3-17-3779-i7-8750h-16gb-128gb-1tb,Laptops,/computers/laptops
8781,530s-15ikb-i5-8250u-8gb-512gb-onyx-black,Laptops,/computers/laptops
8746,inspiron-15-5570-i5-8250u-4gb-2tb-hdd,Laptops,/computers/laptops
8814,inspiron-15-7580-i7-8565u-8gb-128gb-28f26228-0c69-45cd-a284-73a366d99e83,Laptops,/computers/laptops
8694,ux333fa-a4966t-i5-8265u-8gb-256gb-royal-blue,Laptops,/computers/laptops
8657,sf314-55-58cx-i5-8265u-8gb-256gb-silber,Laptops,/computers/laptops
7261,laptop-zenbook-3-ux390ua-gs039t-intel-core-i7-8gb-ram-512gb-ssd-blue,Laptops,/computers/laptops
7116,macbook-pro-13-touch-bar-touch-id-i5-3-1-ghz-8gb-ram-512gb-ssd-oct-2017,Laptops,/computers/laptops
9648,laptop-lenovo-thinkpad-x1-carbon-g7-i7-16gb-512gb-ssd-uhd-graphics-620,Laptops,/computers/laptops
