id,slug,category,permalink
9471,amazon-echo-show-2nd-gen-smart-speaker,Smart Speakers,/smart-home/light-and-electronics
7937,google-home-max,Smart Speakers,/smart-home/light-and-electronics
9451,philips-hf-3650-01-wake-up-light-lichtwecker,Smart Speakers,/smart-home/light-and-electronics
9501,lenovo-m10-smart-tab,Smart Speakers,/smart-home/light-and-electronics
9472,lenovo-za3n0011de-smart-display,Smart Speakers,/smart-home/light-and-electronics
7107,home-personal-assistant,Smart Speakers,/smart-home/light-and-electronics
9383,homey-early-2019-smart-home-hub,Smart Speakers,/smart-home/light-and-electronics
7404,echo-plus-black,Smart Speakers,/smart-home/light-and-electronics
