id,slug,category,permalink
7658,lg-g7-thinq-64-gb-new-platinum,Smartphones,/phones-and-tablets/smartphones
7679,xiaomi-mi-mix-2s-64gb,Smartphones,/phones-and-tablets/smartphones
7388,nokia-2,Smartphones,/phones-and-tablets/smartphones
8002,moto-g6,Smartphones,/phones-and-tablets/smartphones
8872,smartphone-6t-8gb-128gb,Smartphones,/phones-and-tablets/smartphones
3283,google-pixel-5-32gb-3283,Smartphones,/phones-and-tablets/smartphones
7563,view-10-128-gb,Smartphones,/phones-and-tablets/smartphones
9424,smartphone-samsung-note-10-plus-512gb,Smartphones,/phones-and-tablets/smartphones
9272,smartphone-oneplus-7-256gb,Smartphones,/phones-and-tablets/smartphones
6363,5-128gb,Smartphones,/phones-and-tablets/smartphones
9284,smartphone-xiaomi-mi-9t-64gb,Smartphones,/phones-and-tablets/smartphones
5147,motorola-moto-z-5147,Smartphones,/phones-and-tablets/smartphones
8993,razer-phone-2,Smartphones,/phones-and-tablets/smartphones
9141,smartphone-nokia-7-1-32gb,Smartphones,/phones-and-tablets/smartphones
8652,galaxy-a9-128-gb,Smartphones,/phones-and-tablets/smartphones
9075,p30-pro-256gb-2019,Smartphones,/phones-and-tablets/smartphones
7677,oneplus-6-64gb,Smartphones,/phones-and-tablets/smartphones
2818,iphone-7-128-gb-2818,Smartphones,/phones-and-tablets/smartphones
4822,htc-one-m9-prime-4822,Smartphones,/phones-and-tablets/smartphones
9185,smartphone-oneplus-7-pro-12gb-256gb,Smartphones,/phones-and-tablets/smartphones
9810,htc-smartphone-htc-desire-19-64gb,Smartphones,/phones-and-tablets/smartphones
9813,zte-smartphone-zte-axon-10-pro-128gb,Smartphones,/phones-and-tablets/smartphones
4825,huawei-p9-plus-grey-4825,Smartphones,/phones-and-tablets/smartphones
5831,samsung-galaxy-s8-plus-64gb-5831,Smartphones,/phones-and-tablets/smartphones
9144,smartphone-huawei-p30-lite-128gb,Smartphones,/phones-and-tablets/smartphones
10062,xiaomi-smartphone-xiaomi-mi-10-128gb,Smartphones,/phones-and-tablets/smartphones
5047,iphone-6s-32gb-5047,Smartphones,/phones-and-tablets/smartphones
7996,p-20-lite,Smartphones,/phones-and-tablets/smartphones
4823,huawei-nova-32-gb-4823,Smartphones,/phones-and-tablets/smartphones
7102,pixel-2-xl128gb,Smartphones,/phones-and-tablets/smartphones
9790,sony-smartphone-sony-xperia-5-128gb,Smartphones,/phones-and-tablets/smartphones
6951,p10-plus-128gb-1f00ced4-06d5-4e20-aeb9-1f75848c92f2,Smartphones,/phones-and-tablets/smartphones
7101,pixel-2-xl64gb,Smartphones,/phones-and-tablets/smartphones
8007,6-1-ds,Smartphones,/phones-and-tablets/smartphones
1191,samsung-galaxy-s6-edge-64gb-1191,Smartphones,/phones-and-tablets/smartphones
7988,iphone-se-32gb,Smartphones,/phones-and-tablets/smartphones
8011,xperia-xa2-ultra-ssim,Smartphones,/phones-and-tablets/smartphones
6955,moto-g5-plus-32-gb-d09cd32b-9291-4a76-bac2-4cec6d196b0f,Smartphones,/phones-and-tablets/smartphones
7208,smartphone-p10-lite-black,Smartphones,/phones-and-tablets/smartphones
7998,p-20,Smartphones,/phones-and-tablets/smartphones
6998,iphone-8-plus-256gb,Smartphones,/phones-and-tablets/smartphones
9498,smartphone-apple-iphone-8-plus-128gb,Smartphones,/phones-and-tablets/smartphones
9076,p30-128gb-2019,Smartphones,/phones-and-tablets/smartphones
8650,mate-20-128-gb,Smartphones,/phones-and-tablets/smartphones
7487,samsung-galaxy-s9-0318,Smartphones,/phones-and-tablets/smartphones
8270,pixel-3xl-128gb,Smartphones,/phones-and-tablets/smartphones
9931,oppo-smartphone-oppo-reno-2-128gb,Smartphones,/phones-and-tablets/smartphones
9706,smartphone-oneplus-7t-128gb,Smartphones,/phones-and-tablets/smartphones
9869,oneplus-smartphone-oneplus-7t-pro-256gb-mclaren,Smartphones,/phones-and-tablets/smartphones
7992,10-64gb,Smartphones,/phones-and-tablets/smartphones
9752,motorola-one-zoom-128gb,Smartphones,/phones-and-tablets/smartphones
1190,samsung-galaxy-s6-edge-32gb-1190,Smartphones,/phones-and-tablets/smartphones
9158,smartphone-samsung-a7-64gb,Smartphones,/phones-and-tablets/smartphones
9140,smartphone-nokia-9-pureview-128gb,Smartphones,/phones-and-tablets/smartphones
8008,7-plus-ds,Smartphones,/phones-and-tablets/smartphones
9139,smartphone-xiaomi-mi-mix-3-128gb,Smartphones,/phones-and-tablets/smartphones
7999,mate-20-lite,Smartphones,/phones-and-tablets/smartphones
8651,galaxy-note-9-512gb,Smartphones,/phones-and-tablets/smartphones
8004,moto-g6-plus,Smartphones,/phones-and-tablets/smartphones
9273,smartphone-samsung-a80-128gb,Smartphones,/phones-and-tablets/smartphones
8436,mate20-pro-128-gb,Smartphones,/phones-and-tablets/smartphones
476,samsung-galaxy-s6-64gb-476,Smartphones,/phones-and-tablets/smartphones
72,iphone-6-128gb-72,Smartphones,/phones-and-tablets/smartphones
10064,xiaomi-smartphone-xiaomi-mi-10-pro-256gb,Smartphones,/phones-and-tablets/smartphones
9913,samsung-smartphone-samsung-note-10-lite,Smartphones,/phones-and-tablets/smartphones
2865,iphone-7-plus-32gb-2865,Smartphones,/phones-and-tablets/smartphones
1138,iphone-6s-plus-128gb-1138,Smartphones,/phones-and-tablets/smartphones
6938,iphone-6s-plus-32gb-f31c3018-33a6-4eb6-b33a-4be5d4a7b25a,Smartphones,/phones-and-tablets/smartphones
71,apple-iphone-6-64-gb-71,Smartphones,/phones-and-tablets/smartphones
9758,redmi-note-8-pro-128gb,Smartphones,/phones-and-tablets/smartphones
9856,cat-phones-smartphone-cat-s52-64gb,Smartphones,/phones-and-tablets/smartphones
8268,pixel-3-128gb,Smartphones,/phones-and-tablets/smartphones
7994,y7-2018,Smartphones,/phones-and-tablets/smartphones
6362,5-64gb,Smartphones,/phones-and-tablets/smartphones
7678,oneplus-6-128gb,Smartphones,/phones-and-tablets/smartphones
2822,iphone-7-plus-256-gb-2822,Smartphones,/phones-and-tablets/smartphones
9157,smartphone-sony-xperia-1-128gb,Smartphones,/phones-and-tablets/smartphones
475,samsung-galaxy-s6-32gb-475,Smartphones,/phones-and-tablets/smartphones
7789,htc-u12,Smartphones,/phones-and-tablets/smartphones
9760,redmi-note-8t-64gb,Smartphones,/phones-and-tablets/smartphones
9274,smartphone-xiaomi-redmi-note-7-128gb,Smartphones,/phones-and-tablets/smartphones
7951,iphone-xr-256gb,Smartphones,/phones-and-tablets/smartphones
3730,samsung-galaxy-s7-edge-32gb-euronics-3730,Smartphones,/phones-and-tablets/smartphones
6954,smartphone-g6-32gb-0d14805f-7b8c-4331-836a-3324b2850d70,Smartphones,/phones-and-tablets/smartphones
8009,galaxy-a8,Smartphones,/phones-and-tablets/smartphones
9074,p30-pro-128gb-2019,Smartphones,/phones-and-tablets/smartphones
7615,p20,Smartphones,/phones-and-tablets/smartphones
1676,samsung-galaxy-s7-32gb-1676,Smartphones,/phones-and-tablets/smartphones
5331,huawei-p10-64gb-5331,Smartphones,/phones-and-tablets/smartphones
9160,smartphone-oneplus-7-pro-256gb,Smartphones,/phones-and-tablets/smartphones
194,iphone-6-plus-64gb-194,Smartphones,/phones-and-tablets/smartphones
5051,huawei-p9-titanium-5051,Smartphones,/phones-and-tablets/smartphones
1668,iphone-5-16gb-1668,Smartphones,/phones-and-tablets/smartphones
9819,nokia-smartphone-nokia-7-2-64gb-dual-sim,Smartphones,/phones-and-tablets/smartphones
9857,motorola-smartphone-motorola-moto-g8-plus-64gb,Smartphones,/phones-and-tablets/smartphones
2863,iphone-7-32gb-2863,Smartphones,/phones-and-tablets/smartphones
7989,9-lite-32gb,Smartphones,/phones-and-tablets/smartphones
7990,9-lite-4-64-gb,Smartphones,/phones-and-tablets/smartphones
9833,xiaomi-smartphone-xiaomi-mi-note-10-pro-256gb,Smartphones,/phones-and-tablets/smartphones
9216,smartphone-motorola-moto-g7-play-32gb,Smartphones,/phones-and-tablets/smartphones
9989,sony-smartphone-sony-xperia-10-64gb,Smartphones,/phones-and-tablets/smartphones
1367,google-nexus-6p-1367,Smartphones,/phones-and-tablets/smartphones
1137,iphone-6s-128gb-1137,Smartphones,/phones-and-tablets/smartphones
9476,smartphone-motorola-one-action-128gb-2019,Smartphones,/phones-and-tablets/smartphones
8014,xperia-xz3,Smartphones,/phones-and-tablets/smartphones
6373,note-8-64gb,Smartphones,/phones-and-tablets/smartphones
9142,smartphone-xiaomi-pocophone-f1-128gb,Smartphones,/phones-and-tablets/smartphones
1741,iphone-se-64gb-1741,Smartphones,/phones-and-tablets/smartphones
6999,iphone-x-256gb,Smartphones,/phones-and-tablets/smartphones
75,iphone-6-plus-128gb-75,Smartphones,/phones-and-tablets/smartphones
8000,mate-10-lite,Smartphones,/phones-and-tablets/smartphones
9849,oneplus-smartphone-oneplus-7t-pro-256gb,Smartphones,/phones-and-tablets/smartphones
4875,caterpillar-s-60-4875,Smartphones,/phones-and-tablets/smartphones
8933,galaxy-s10e,Smartphones,/phones-and-tablets/smartphones
9497,smartphone-apple-iphone-8-128gb,Smartphones,/phones-and-tablets/smartphones
9655,smartphone-google-pixel-4-64gb,Smartphones,/phones-and-tablets/smartphones
9159,smartphone-oneplus-7-pro-128gb,Smartphones,/phones-and-tablets/smartphones
